cluster_id,claim,coverage,support,wisdom_score,x,y
9477,"E o mai ana ka ua lipuupuu lipalawai o Lihue, The rain of Waimea will wet through.",1,1,1.3,4.9042263,3.2932436
9478,", says, ""This is the excellent.",1,1,1.3,2.9738464,3.9179034
9479,"Adversity makes a man wise, not rich.",1,1,1.3,4.168108,1.0636307
9480,Will cry hoich for the bonnet of Bonny Dundee!,1,1,1.3,5.0646563,3.261203
9481,"Meaning: ""More people can find solution easier.",1,1,1.3,-7.0376067,13.077329
9482,a carne é fraca.,1,1,1.3,-1.0870875,8.766394
9483,does not make a vintage.,1,1,1.3,0.83688617,-0.68353814
9484,What’s done is done; Don't lock the stable door after the horse has bolted.,1,1,1.3,5.819338,6.4834104
9485,"that it was abolished by all the parliaments, that of.",1,1,1.3,1.5182954,3.1357095
9486,Young men's knocks old men feel.,1,1,1.3,4.358433,5.6794524
9487,"அக்காளைக் கொண்டால், தங்கை முறை கேட்பானேன். ⓘ.",1,1,1.3,-2.9675243,14.403178
9488,"You will marry and grow tame"" (Spanish).",1,1,1.3,5.566675,-6.2183805
9489,"its due. Gonzago, in.",1,1,1.3,0.43385395,7.867155
9490,"La parola non Ã¨ mal detta, se non Ã¨ mal presa.",1,1,1.3,9.750648,1.79848
9491,returns prove that it is quite the contrary. The.,1,1,1.3,6.6997347,0.46086478
9492,"Гла́дко бы́ло на бума́ге, да забы́ли про овра́ги (, а по ним шага́ть). Transliteration: Gladko bylo na bumage, da zabyli pro ovragi (, a po nim shagat'). Translation: It worked on paper, but [we've] forgotten about ravines (and we'll have to march [them]). Meaning: Obstacles that were overlooked/ignored during planning, turned out to be a major showstopper when executing the plan.",1,1,1.3,-2.1407418,-5.0925922
9493,käbi ei kuku kännust kaugele.,1,1,1.3,-1.2174034,2.9070656
9494,"may make an end the sooner."" A thing is done ""Fast.",1,1,1.3,4.0531573,1.346359
9495,"oppressing."" ""Him that falls all the world run over.",1,1,1.3,1.3231463,3.1084354
9496,"Translation : After losing both the hearth and the fire, the bran (i.e., the food) in my mouth was lost too.",1,1,1.3,0.024716102,-4.608603
9497,Kinomi wa moto e otsuru.,1,1,1.3,-0.5039634,8.999889
9498,"जल में रहकर मगर से बैर ठीक नहीं You should not have enmity with the crocodile if you are living in the water. It is hard to live in Rome and strive against the Pope. ""You should not be hostile with people you need to stay/work with."" Source: Hindi Proverbs, Popular Sayings, Hindi Kahavat, Kahawat , [1].",1,1,1.3,5.192933,5.1145625
9499,cause is lost.,1,1,1.3,1.156335,6.7536635
9500,Argent comptant porte mÃ©decine.,1,1,1.3,-2.425395,6.5079346
9501,All love justice in the houses of others to no one is it pleasing in his own house.,1,1,1.3,1.8699391,5.2898426
9502,"Far from the eyes,.",1,1,1.3,2.4270365,-0.3163502
9503,"a similar meaning: ""… when we do not upbraid circumstances or indulge in self reproach, the mind is the mind and nothing untoward can occur. Chersterton rightly says 'An adventure is only an inconvenience rightly understood. An inconvenience is only an adventure wrongly considered'.",1,1,1.3,3.0827959,4.801051
9504,ஐந்து வயது பிள்ளைக்கு ஐம்பது வயது பெண் கால் முடக்கவேண்டும்.,1,1,1.3,-2.4580061,13.901497
9505,il y a plus dans deux têtes que dans une.,1,1,1.3,-3.9711635,7.0532165
9506,"Note: From the Bible, the book of Proverbs 26:27, Ecclesiastes 10:8 and Psalms 7:16.",1,1,1.3,7.032241,-0.021420525
9507,"Translation: Grey hair into beard, devil into rib.",1,1,1.3,0.22179228,-4.72538
9508,"Variant: Nothing venture, nothing have. ( Divers Proverbs , Nathan Bailey, 1721.",1,1,1.3,4.6214247,4.1298532
9509,Translation: Happiness comes happiness leaves.,1,1,1.3,0.12762994,-5.3704267
9510,"the wasp sucks turns to venom"" (Portuguese).",1,1,1.3,3.4567857,3.7488089
9511,"Ku ruumis on rituratu, nin kaffekupist on hyvä apu. (Halikko, Varsinais-Suomi) (KRA) When the body is exhausted is a cup of coffee true helper.",1,1,1.3,-0.29552546,2.055497
9512,Mie olen itte ja muut vasta sitte. (Lapland) (SMS) I am myself and the others only after me.,1,1,1.3,2.0522637,1.9689859
9513,Il tacere non fu mai scritto.,1,1,1.3,-5.307759,9.83845
9514,"Translation: The donkey is known by his ears, the fool by his words.",1,1,1.3,-0.00283005,-5.2617116
9515,"Latin proverb; and the Greeks held that ""When the.",1,1,1.3,6.9837074,0.2533658
9516,FÃ¼r Gerechte giebt es keine Gesetze.,1,1,1.3,0.27317822,8.48754
9517,На во́ре ша́пка гори́т. Transliteration: Na vore shapka gorit. Translation: A thief's hat burns. A guilty mind betrays itself.,1,1,1.3,-2.0754557,-5.530275
9518,"Naisen paikka on hellin ja nyrkin välis. (Asikkala, Tavastia) (RRO) Woman's place is between the stove and fist.",1,1,1.3,-0.563693,1.9907172
9519,जहाँ चाह वहाँ राह.,1,1,1.3,-0.5307561,17.366371
9520,râde ciob de oală spartă.,1,1,1.3,-0.34859553,8.496352
9521,"Mikäs laps se sellain on, joka ei viilen markan vahinkoa päiväs tiä – poikalaps saa tehlä satasenkin elest. (Asikkala, Tavastia) (RRO) What's such child who doesn't do damage worth five marks a day - a boy may do worth one hundred.",1,1,1.3,0.032968856,-0.091900446
9522,Throw in a sprat to catch a salmon.,1,1,1.3,2.2698102,6.8101444
9523,"Лу́чше оди́н раз уви́деть, чем сто раз услы́шать. Transliteration: Luchshe odin raz uvidet', chem sto raz uslyshat' Translation: It's better to see once than hear a hundred times. Seeing is believing; One look is worth a thousand words.",1,1,1.3,-2.1202455,-5.5101924
9524,"неча на зеркало пенять, коли рожа крива.",1,1,1.3,0.07066348,10.381838
9525,Translation: Where wine enters sense leaves.,1,1,1.3,0.2214699,-4.5038543
9526,Семь бед — оди́н отве́т. Transliteration: Sem' bed — odin otvet. Translation: Seven troubles - one responce. As well be hanged for a sheep as for a lamb.,1,1,1.3,-2.097823,-5.4979143
9527,The dog who trots about finds a bone.,1,1,1.3,1.8448758,4.3936954
9528,"Archibald Douglas, Earl of Angus, a man remarkable.",1,1,1.3,2.6062233,7.1932454
9529,"Fortuna, e dormi.",1,1,1.3,0.13407882,5.1811695
9530,"Transliteration: Na boga nadeysya, a sam ne ploshay.",1,1,1.3,-4.800079,-6.8896403
9531,"Auge um Auge, Zahn um Zahn.",1,1,1.3,0.05575441,8.818747
9532,"Lord Byron , Don Juan (1818).",1,1,1.3,-0.82138014,9.045383
9533,With wishing comes grieving.,1,1,1.3,6.433766,5.0700874
9534,Our love beats like a bream killed one week ago.,1,1,1.3,7.255215,2.6953273
9535,they donât know.,1,1,1.3,1.5543427,5.5830746
9536,can gain nothing.,1,1,1.3,4.790079,4.0342407
9537,in his own house. Francis expressed his entire concurrence.,1,1,1.3,2.1861088,5.1734295
9538,il nemico del mio nemico è mio amico.,1,1,1.3,-2.8005261,9.177182
9539,"Lapsiahan niin narrataan, että mörköjä nurkassa on. (Viitasaari, Central Finland) (KRA) Children are fooled by telling that there are monsters around the corner.",1,1,1.3,-0.21980876,2.5777469
9540,Summer without a girl isn't worth five rat 's shit.,1,1,1.3,6.932901,4.861894
9541,"is killed at home, to make black-puddings, and give.",1,1,1.3,4.280805,1.4093704
9542,"Aukera maukera, azkenik trankera. [ 1 ] Translation: The choosy one ends up with the ordinary. DISTRUST, STRANGERS, FOREIGNERS CHOICES, RELATIONSHIPS, HUSBANDS, COURTSHIP.",1,1,1.3,-0.466141,-4.7357554
9543,A goat is more cursed than blessed .,1,1,1.3,3.0769818,1.4331985
9544,"Uscito Ã¨ dal fango, ed Ã¨ cascato nel rio.",1,1,1.3,-2.937076,9.789824
9545,"Siinä paha kussa mainitaan. (Kempele, Northern Bothnia) (KRA) There's evil where mentioned.",1,1,1.3,-1.031936,1.6042582
9546,Necessity becomes will.,1,1,1.3,-0.78442776,5.429944
9547,meglio soli che male accompagnati.,1,1,1.3,-3.8036711,10.089871
9548,chi semina vento raccoglie tempesta.,1,1,1.3,-4.0054965,10.419708
9549,Translation: Exception strenghtens the rule.,1,1,1.3,0.053340804,-4.9558864
9550,Translation: A place for each thing and each thing in its place.,1,1,1.3,0.29151312,-5.051537
9551,"Transliteration : Māḷikai kaṭṭi vaṉkuraṅku (or maranāy) kaṭṭiṉatupōla. Translation : Like building a palace and keeping a monkey (or pole-cat) in it. Note : The 'monkey' is the stingy person in a family, who prevents others from being liberal to beggars.",1,1,1.3,-2.1325624,-5.4007106
9552,"Ill is the eve of well"" (Italian);.",1,1,1.3,5.6931567,-2.327644
9553,Hame is a hamely word.,1,1,1.3,1.4034829,7.1772923
9554,"agua que no has de beber, déjala correr.",1,1,1.3,-2.0262213,8.042778
9555,Translation: Reason comes with the years.,1,1,1.3,0.061198547,-5.4301815
9556,Baza compuesta la blanca denuesta.,1,1,1.3,-1.3465022,6.702025
9557,Transliteration: Starost' - ne radost'.,1,1,1.3,-5.1242657,-7.082951
9558,"Семь топоро́в вме́сте лежа́т, а две пря́лки врозь. Transliteration: Sem toporov vmeste lezhat, a dve pryalki vroz. Translation: Seven axes lie together, two distaffs apart Meaning: Men tend to co-operate, but women - to compete.",1,1,1.3,-2.1861868,-5.0990663
9559,"A desperate doctrine, based on that one-sided view.",1,1,1.3,1.398277,3.417394
9560,"De amigo reconciliado, guarte del como del diablo. Cum.",1,1,1.3,-2.7372153,8.884573
9561,"the hen is the better bird"" (French).",1,1,1.3,6.571716,9.536977
9562,"Ist die Wirthin schÃ¶n, ist auch der Wein schÃ¶n.",1,1,1.3,1.5590694,8.672778
9563,"ask a stupid question, get a stupid answer.",1,1,1.3,0.27369833,7.9717593
9564,"కొండ నాలుక కు మందు వేస్తే, ఉన్న నాలుక ఊడిందంట Transcription: Konda naaluka ku mandhu vesthe, unna naaluka oodindhanta. When he applied medicine to the uvula, it took out the whole tongue. The remedy is often worse than the disease . Carr (1868). A Collection of Telugu Proverbs translated, illustrated and explained . Christian Knowledge Society's Press.",1,1,1.3,6.759738,0.38269395
9565,"Casar, casar, e que do governo?",1,1,1.3,-2.3007264,8.125695
9566,Translation: Barking follows you home.,1,1,1.3,-0.4090622,-5.328727
9567,"Волко́в боя́ться — в лес не ходи́ть. Transliteration: Volkov boyat'sa — v les ne khodit. Literally: To fear the wolves — not to go into the woods. Translation: [Just] because one fears wolves, is one not to go into the woods? Translation note: Although the original proverb has the structure of a declarative sentence it is commonly understood and used in context as a rhetorical question. Meaning: ""Fear is no excuse from [possibly risky but] necessary undertakings."" (You need to) face your fears.",1,1,1.3,-2.123508,-5.16559
9568,"не ищи соринку в чужом глазу, не замечая бревна в своём.",1,1,1.3,0.26681218,10.850228
9569,"tal faràs, tal trobaràs.",1,1,1.3,-0.4516083,8.801495
9570,"Transliteration: S volkami zhit', po-volch'i vyt'.",1,1,1.3,-4.3874106,-6.6642404
9571,flay the tongue.,1,1,1.3,3.4732065,3.6238685
9572,Serious like a horn player.,1,1,1.3,7.3817177,2.6602066
9573,बंदर क्या जाने अदरक का स्वाद.,1,1,1.3,-0.4380227,10.693589
9574,An aver is a cart horse.,1,1,1.3,4.230272,3.4407709
9575,al begyndelse er svær.,1,1,1.3,0.8128877,8.788578
9576,jeder ist seines Glückes Schmied.,1,1,1.3,1.3173441,8.586744
9577,"Не ме́сто кра́сит челове́ка, а челове́к — ме́сто. Transliteration: Ne mesto krasit cheloveka, a chelovek — mesto. Translations: Not the place adorns the man, but a man adorns the place.",1,1,1.3,-2.1515813,-5.468605
9578,Translation: While there is life there is hope.,1,1,1.3,0.39519846,-4.217785
9579,"Wer Honig lecken will, darf die Bienen nicht scheuen.",1,1,1.3,5.1646314,3.3781934
9580,"Venyvää nuoren nahka. (Tampere, Tavastia) (KRA) A young man's skin is elastic.",1,1,1.3,-0.5696231,1.7590535
9581,"Puhtaus meitä erottaa, saasta yhdistää. ( Samuli Paronen ) (SSSK) Purity separates us, filth unites .",1,1,1.3,-1.0114734,2.826538
9582,"All are not saints who go to church"" (Italian).",1,1,1.3,5.6603746,-2.2956216
9583,上山容易下山难.,1,1,1.3,-0.6882831,18.067282
9584,monk that begs for Godâs sake begs for two.,1,1,1.3,0.41552493,4.8533535
9585,Bon jour bonne âoe]uvre.,1,1,1.3,-2.9475362,6.5754952
9587,"Rikas pestäär rahalla, köyhä hiellä. (Suoniemi) (KRA) The rich is washed with money , the poor with sweat.",1,1,1.3,6.515027,4.7261662
9588,Every bean has its black.,1,1,1.3,-0.6335284,4.2043705
9589,"what love is that has not children"" (Italian).",1,1,1.3,5.7610908,-2.3937135
9590,Fino alla morte non si sa la sorte.,1,1,1.3,-5.30871,9.512553
9591,"Omatunto kun torpan tunkio. (Ähtäri) (KVL) Conscience like the dunghill of the house . "" Conscience is the inner voice that warns us somebody may be looking. "" H.L Mencken, A Mencken Chrestomathy (1949).",1,1,1.3,-2.3890345,0.81322014
9592,It annoys without Koskenkorva.,1,1,1.3,6.9807453,4.825967
9593,"All bite the bitten dog"" (Portuguese).",1,1,1.3,2.7883604,3.4457753
9594,Seeing is believing; One look is worth a thousand words.,1,1,1.3,1.5233576,6.918235
9595,அடங்காத பெண்சாதியாலே அத்தைக்கும் (மாமி) நமக்கும் பொல்லாப்பு (சண்டை).,1,1,1.3,0.14490983,9.325196
9596,Aluádam no matupraan met la ta rúpam. Be careful that you don't spit on your own face. Ibid.,1,1,1.3,5.49812,5.99439
9597,"скажи мне, кто твой друг, и я скажу тебе, кто ты.",1,1,1.3,0.023898017,10.288979
9598,"Transliteration: Terpi kazak, atamanom budesh.",1,1,1.3,-4.664822,-6.8269324
9599,"months of spring, before the grass had begun to grow.",1,1,1.3,3.8315315,4.8470163
9600,Translation: Bread is the head of everything.,1,1,1.3,0.16353382,-5.4984136
9601,"Jensen (1897) explained: ""An ill stake standeth longest.",1,1,1.3,0.8887107,8.405044
9602,Non fu mai cacciator gatto che miagola.,1,1,1.3,-5.483799,9.732765
9603,"lord, instead of flying into a passion and killing her on.",1,1,1.3,3.228171,5.834094
9604,"duped, instantly fell upon the bride and slew her.",1,1,1.3,3.2455187,5.126865
9605,"Kun lunta syää ja vettä juaa, niin ei paskakaan haise. (Laihia, Southern Bothnia) (KRA) After eating snow and drinking water the shit won't smell.",1,1,1.3,-1.1780903,1.5824009
9606,Обе́щанного три го́да ждут. Transliteration: Obeschannovo tri goda zhdut. Translation: [They] wait three years for [what was] promised. Meaning: Promises aren't usually carried out immediately.,1,1,1.3,-2.1489568,-5.120264
9607,Elämä o itkua ja kirvee hijomista. (Savonia) (KNM) Life is crying and sharpening an axe .,1,1,1.3,-0.63000584,2.2501082
9608,"nie czyń drugiemu, co tobie niemiłe.",1,1,1.3,-0.4156702,8.771432
9609,"Hence the Italian warning to choose ""Neither jewel,.",1,1,1.3,5.1961484,-1.6892817
9610,Mus uni non fidit antro.—.,1,1,1.3,-4.876485,9.885053
9611,అమావాస్య కూడు నిత్యం దొరుకునా.,1,1,1.3,-1.0896767,15.653078
9612,По́сле дра́ки кулака́ми не ма́шут. Transliteration: Posle draki kulakami ne mashut. Translation: They don't swing fists when the fight is over. What’s done is done; Don't lock the stable door after the horse has bolted.,1,1,1.3,-1.9981896,-5.3185396
9613,Circumstances alter cases.,1,1,1.3,0.675277,8.005509
9614,Sat cito si sat bene.,1,1,1.3,-1.585666,8.95293
9615,they would rather preach than hear mass.,1,1,1.3,1.1559567,2.4452727
9616,On ikävää kum mustalaisel kirkos. (Hollola) (KRA) Bored like a Gypsy in the church .,1,1,1.3,-2.5795295,0.22455773
9617,"Think much, say little, write less"" (Italian).",1,1,1.3,5.722811,-2.3563342
9618,"Meaning: A person who is content tends to keep to himself rather than make a fuss, and is often overlooked.",1,1,1.3,-7.141053,12.879924
9619,A Finn does not believe without trying .,1,1,1.3,6.9846277,4.713698
9620,На всех не угоди́шь Transliteration: Na vsekh ne ugodish. Translation: You cannot please everybody. He who pleased everybody died before he was born. Compare: О вку́сах не спо́рят .,1,1,1.3,-2.0513368,-5.611536
9621,"and don't stand by"" (Italian);.",1,1,1.3,5.7049975,-2.3387294
9622,"his hands turned towards himself"" (Polish).",1,1,1.3,2.0496294,5.2199717
9623,"Tikku silimään, joka vanhoja muisteloo. (Vaasa, Southern Bothnia) (KRA) A stick in the eye to the one who keeps on looking back old happenings.",1,1,1.3,-1.367283,1.4836026
9624,"They say, is a liar.",1,1,1.3,2.7517457,3.9426613
9625,Translation: Paper has no soul - you can put anything on it.,1,1,1.3,-0.32628292,-5.31359
9626,Translation: Neither fish nor meat.,1,1,1.3,-0.22302929,-4.9364038
9627,"Who has not, cannot.",1,1,1.3,1.6734991,4.943675
9628,"Think much, say little,.",1,1,1.3,-2.593023,2.7500484
9629,"Many people today believe that cynicism requires courage. Actually, cynicism is the height of cowardice. It is innocence and open-heartedness that requires the true courage -- however often we are hurt as a result of it.",1,1,1.3,1.8024364,3.6898136
9630,Poverty is certainly a good temperance movement.,1,1,1.3,0.9439535,0.9447375
9631,boontje komt om zijn loontje.,1,1,1.3,0.044114307,8.94762
9632,"Kellä on maltti, sillä on valtti. (Heinola, Tavastia) (HSP) Literal translation: Who has patience has a trump. He that can have patience can have what he will.",1,1,1.3,1.5328666,3.642632
9633,"Не зна́я бро́ду, не су́йся в во́ду. Transliteration: Ne znaya brodu, ne suysya v vodu. Translation: Don't wade into a river without knowing a ford. Meaning: Don't rush into something without throughly studying the matter first. Wait for the cat to jump.",1,1,1.3,-2.0651329,-5.1184525
9634,Translation: To kill a bull by straightening its horns.,1,1,1.3,0.031679712,-5.220046
9635,"Vouloir, câest pouvoir.",1,1,1.3,-3.5589428,6.917573
9636,il ne faut pas abuser des bonnes choses.,1,1,1.3,-3.4978993,6.1391897
9637,"QuÃ¦ peccavimus juvenes, ea luimus senes.",1,1,1.3,-0.77991605,7.9012904
9638,"a field from him he would give it up, provided the.",1,1,1.3,2.40499,0.091505736
9639,"the Chinese, ""are measured by their shadows, and.",1,1,1.3,2.8807468,4.6284122
9640,Each country has its own custom.,1,1,1.3,1.5018165,5.2139277
9641,Covetousness is its own stepmother.,1,1,1.3,2.05539,2.0188649
9642,Compare: В Ту́лу со свои́м самова́ром (не е́здят) .,1,1,1.3,-1.1799473,6.155477
9643,A Soldier doesn't blame his rest .,1,1,1.3,0.12756619,-0.41981834
9644,Literally: To go in one ear and out the other.,1,1,1.3,2.1032147,1.7049266
9645,"baleful."" The proverb means that.",1,1,1.3,7.1137986,0.13467765
9646,Olet kuin kukkain nokkosten keskel. (Hollola) (PLK) You are like a flower in the middle of nettles.,1,1,1.3,-2.5781887,0.15994914
9647,"Meaning: If you say or do one thing, you must be prepared to do or say what logically follows.",1,1,1.3,-6.7829547,12.996038
9648,既往は咎めず.,1,1,1.3,-0.552214,17.756702
9649,"Alternative meaning: You did a good thing, now use it.",1,1,1.3,-6.866054,12.925415
9650,point more than the devil.,1,1,1.3,3.2112749,1.6318568
9651,according to the clothes.,1,1,1.3,3.700339,3.7928426
9652,Mitäs sit olis yhlen suruna kuv voi ollam monen ilona? (Hollola) (PLK) Why to be a sorrow to someone when you could be a joy to many?,1,1,1.3,-0.67273784,0.9321564
9653,Translation: One shouldn't praise the day before the evening.,1,1,1.3,-0.110140465,-5.0949225
9654,Transliteration: Kogotok uvyaz — vsey ptichke propast.,1,1,1.3,-4.3227944,-6.651989
9655,В семье́ не без уро́да. Transliteration: V sem'ye ne bez uroda. Translation: No family has no ugly member. There is a black sheep in every flock.,1,1,1.3,-2.0985787,-5.5590415
9656,Translation: Better a lean peace than a fat victory.,1,1,1.3,11.844223,0.76884073
9657,You can't cheat an honest man. He has to have larceny in his heart in the first place.,1,1,1.3,2.833851,5.3547525
9658,"Translation: A horse has four leg, but still stumbles.",1,1,1.3,0.017541245,-5.288763
9659,"It is amazing how often you meet somebody you know—or somebody who knows one of your friends or relatives, comes from your home town, or went to your school—in a distant or unexpected place; said when such a coincidence occurs.",1,1,1.3,4.978765,5.4633775
9660,"Fyodor Dostoyevsky, Notes From the Underground (1864).",1,1,1.3,2.383561,0.044814616
9661,le acque chete rovinano i ponti.,1,1,1.3,-2.3231277,8.365258
9663,of the drunkard.,1,1,1.3,3.4945283,3.271054
9664,o primeiro de abril van os burros onde non deben ir.,1,1,1.3,-2.7774174,9.208433
9665,"a hazug embert hamarabb utolérik, mint a sánta kutyát.",1,1,1.3,0.17728695,7.934129
9666,"Ravatti ei reisiä lämmitä. (Tuusniemi, Savonia) (KNM) A necktie doesn't warm up thighs.",1,1,1.3,0.073479265,-0.16892461
9667,"Si quieres hembra, escoge la el sabado, y no el domingo.",1,1,1.3,-2.6964633,8.2801695
9668,"Translation : Though a man exerts himself over and over again, he shall only get what he seeks at the appointed day.",1,1,1.3,-0.24491915,-4.5445437
9669,"kdo zaváhá, nežere.",1,1,1.3,-0.49060723,8.456065
9670,"Toisii jo nailah, minuu ei viäl narratakkaan. (Uusimaa) (SMS) The others are already marrying , I won't be fooled yet.",1,1,1.3,-0.724983,2.0882878
9671,"thou wilt, that mountains change their places, but.",1,1,1.3,1.5677855,3.335088
9672,"Translation: Rather one bird in the hand, than ten in the woods.",1,1,1.3,0.002607961,-4.733741
9673,and German fasting are worth a bean.,1,1,1.3,2.8693006,6.4989176
9674,The greedy man and the gileynoar [cheat] are soon agreed.,1,1,1.3,3.293701,5.008532
9675,"ship freighted with crucifixes;"" the Italians, ""He.",1,1,1.3,5.308576,-1.8021071
9676,"Pai na lima, ae na waha. The hands strike, the mouths assent A solemn promise. [ 1 ].",1,1,1.3,3.0332327,3.309602
9677,"அடிக்கும் ஒரு கை, அணைக்கும் ஒரு கை.",1,1,1.3,-2.0267003,13.526317
9678,"most of them shadows of your own making.""—.",1,1,1.3,4.8265734,5.803799
9679,"Mies on ku Euroopan omistaja, vaikke mää tiätääkseni oo myyny palaakaa. (Tampere, Tavastia) (RRO) The man is like the owner of Europe , 'though as far as I know I haven't sold a piece.",1,1,1.3,-2.5039582,0.62509584
9680,A good bell can be heard wide.,1,1,1.3,0.85522026,0.76613045
9681,And take my word you'll have no jot the less.,1,1,1.3,3.9821997,5.459339
9682,Compare: У вся́кого Па́вла своя́ пра́вда; О вку́сах не спо́рят.,1,1,1.3,-3.2763143,4.480798
9683,"Ko iso astuu, ni katu keinuu. (Satakunta) (SMS) When the big steps the street rocks.",1,1,1.3,1.9750738,2.6163878
9684,Chinese equivalent: 良藥苦口。.,1,1,1.3,-7.3171296,-1.8496672
9685,mañana será otro día.,1,1,1.3,-0.38825998,8.467118
9686,It's gude to hae friends baith in heaven and hell.,1,1,1.3,4.523265,10.815237
9687,"Vaatettaa kuv vihlallehti vittua. (Hollola, Tavastia) (PLK) Clothes like a leaf of birch switch the cunt.",1,1,1.3,-2.5764534,0.13287167
9688,Dirty like politics .,1,1,1.3,7.4136276,2.6290517
9689,"equivalent to the English saying,—.",1,1,1.3,-7.3724813,-1.9039491
9690,"Соба́ка на се́не: и сама́ не ест, и други́м не даёт. Transliteration: Sobaka na sene: i sama ne yest i drugim ne dayot. Translation: A dog on hay will neither eat it himself, nor let others eat it. A dog in the manger.",1,1,1.3,-2.1304517,-5.6320167
9691,Neli silma näevad rohkem kui kaks. (EVS) Four eyes see more than two.,1,1,1.3,3.0379465,1.4335315
9692,Silence is the fittest reply to folly.,1,1,1.3,3.340234,3.7086873
9693,"Hand in use is father o' lear [learning, skill].",1,1,1.3,2.0078816,2.0658135
9694,不孝有三，無後為大.,1,1,1.3,-0.35245252,17.487638
9695,Closest He who cannot be advised cannot be helped.,1,1,1.3,2.4316823,6.0441
9696,O was mÃ¼ssen wir der Kirche Gottes halber leiden! rief der.,1,1,1.3,1.7498637,8.867818
9697,What you talk in the pub you'll hear in the village .,1,1,1.3,4.9267263,5.242793
9698,"Tanssii kuin parkettien partaveitsi. (Järvenpää, Uusimaa) (RRO) Dances like the razor of the parquet floors.",1,1,1.3,-2.4219398,0.7842895
9699,"Семь вёрст до небе́с и всё ле́сом. Transliteration: Sem' vyorst do nebes, i vsyo lesom. Translation: Seven miles to heaven, and all the way through the forest. Meaning: A lot of fables or promises.",1,1,1.3,-2.1718519,-5.1196666
9700,"не пили сук, на котором сидишь.",1,1,1.3,0.23429325,10.823161
9701,"Speak boldly, and speak truly, shame the devil.",1,1,1.3,4.3931274,2.350481
9702,Meaning: Others will treat you the way you treat them.,1,1,1.3,-6.717434,12.971154
9703,"На то и щу́ка [в мо́ре], что́бы кара́сь не дрема́л. Transliteration: Na to i schuka v more, shtoby karas' ne dremal. Translations: The pike in the sea is there to make the crucian to stay alert. Meaning: There are dangers, but don't complain about them, stay alert.",1,1,1.3,-2.154305,-5.146776
9704,"can, and weep when they will.",1,1,1.3,4.5731177,2.9309175
9705,"great part, under-mimics its wisdom, overacts its folly,.",1,1,1.3,0.55687386,7.6803827
9706,"Kylhäm minä maan arvaav, vaikken käynnykkän o. (Hollola) (PLK) I certainly guess the land 'though I haven't been there.",1,1,1.3,-0.7110038,0.8635242
9707,See: Homem prevenido vale por dois.,1,1,1.3,-1.614347,8.176032
9708,Old people are often unwilling or unable to learn new skills or adopt new methods.,1,1,1.3,2.1704843,4.344119
9709,"Turpa kii, sorsa, nyt sukelletaan! (Espoo, Uusimaa) (RRO) Shut up, duck , we're gonna dive now!",1,1,1.3,-0.68613595,2.3026276
9710,"Transliteration: V chuzhom glazu sorinku zametno, a v svoyom — brevna ne vidat.",1,1,1.3,-3.7654896,-6.3388233
9711,"brought an action and got a verdict against him, and.",1,1,1.3,3.2242908,6.0407896
9712,nu da vrabia din mână pe cioara de pe gard.,1,1,1.3,-1.616817,8.264635
9713,"Сня́вши го́лову, по волоса́м не пла́чут. Transliteration: Snyavshi golovu, po volosam ne plachut. Translation: After taking off the head one doesn't (shouldn't) grieve over the hair. What's done is done.",1,1,1.3,-2.0416107,-5.397513
9714,ajatukset ovat tullivapaita.,1,1,1.3,-0.3708843,8.714812
9715,The short hymn beautiful.,1,1,1.3,2.8555584,3.4518883
9716,Al mas ruin puerco la mejor bellota.,1,1,1.3,-2.204473,8.75938
9717,"Tel qui rit vendredi, dimanche pleurera.",1,1,1.3,-3.3228698,7.570818
9718,"morning to bring thee a pot of beef suet, so I have.",1,1,1.3,3.8259382,5.031457
9719,"Sillä on peukalo keskellä kämmentä. (Säkkijärvi, Karelia) (MSA) His/her thumb is the middle of the palm of hand . He's all thumbs.",1,1,1.3,-0.2237328,1.8881509
9720,"Innanzi al maritare, habbi l'habitare.",1,1,1.3,-0.5562156,7.8993917
9721,"When Iâm dead, everybodyâs.",1,1,1.3,0.06390049,4.032035
9722,Hoist with his own petard.,1,1,1.3,6.281281,4.6738076
9723,"of our times, and to those who would indulge in it we can hardly recommend.",1,1,1.3,0.9277994,2.631366
9724,None so busy as those who do nothing.,1,1,1.3,4.7987466,4.0369396
9725,"Him that has a good wife no evil in life that may not be borne, can befall.",1,1,1.3,0.9181381,1.3304201
9726,Translation : He will say 'Addā' but he will not set out.,1,1,1.3,0.07264612,-4.3827515
9727,Fortuna obesse nulli contenta est semel.,1,1,1.3,-0.17224152,5.3592043
9728,அகாரியத்தில் பகீரதப் பிரியத்தனமா செய்கிறது?,1,1,1.3,-3.2364786,14.831044
9729,"Handsomely asked, handsomely.",1,1,1.3,0.21209626,7.2464695
9730,linen by candlelight.,1,1,1.3,2.347314,6.2571907
9731,The driver is one of the main devils.,1,1,1.3,4.0342536,2.536404
9732,Translation: He that steals a calf steals a cow.,1,1,1.3,-0.10087011,-4.725888
9733,šaty dělají člověka.,1,1,1.3,-0.096778475,9.270579
9734,iṣe eniyan niṣe ẹranko.,1,1,1.3,0.053755146,8.929513
9735,"Randy Pausch , The Last Lecture (2007).",1,1,1.3,2.8075142,3.5496953
9736,servitus in faciendo consistere nequit.,1,1,1.3,-1.3064009,7.933895
