people,saying,original,english_equivalent,source_title,source_url
Latin,English equivalent: A problem shared is a problem halved.,,English equivalent: A problem shared is a problem halved.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Look before you leap, for snakes among sweet flowers do creep.",Latet anguis sub herbis in herba.,"Look before you leap, for snakes among sweet flowers do creep.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Literal translation: A snake keeps out of sight under weeds in the grass.,,Literal translation: A snake keeps out of sight under weeds in the grass.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"English equivalent: Look before you leap, for snakes among sweet flowers do creep.",,"English equivalent: Look before you leap, for snakes among sweet flowers do creep.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"""Truth indeed is hidden, but nothing is more precious than the truth”.","Latet enim veritas, sed nihil pretiosius veritate"" Francisco Sanchez de las Brozas (Minerva I, 1, 40, 16).","""Truth indeed is hidden, but nothing is more precious than the truth”",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Translation: ""Truth indeed is hidden, but nothing is more precious than the truth”.",,"Translation: ""Truth indeed is hidden, but nothing is more precious than the truth”.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,As to the quantity of absolute.,,As to the quantity of absolute.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"de las Brozas, F. S. (1754). Minerva, sive de causis latinae linguae commentarius.",,"de las Brozas, F. S. (1754). Minerva, sive de causis latinae linguae commentarius.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,You lend light to the sun.,Lumen soli mutuum das.,You lend light to the sun.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: You lend light to the sun.,,Translation: You lend light to the sun.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Note: Said of persons who affect to explain what is perfectly clear and intelligible.,,Note: Said of persons who affect to explain what is perfectly clear and intelligible.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Source of proverb & meaning: H. T. Riley.,,Source of proverb & meaning: H. T. Riley.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Glorified in soul! The boy by excellence is carried on to the stars!".,Macte animo! Generose puer sic itur ad astra!,Glorified in soul! The boy by excellence is carried on to the stars!",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Literal translation: Glorified in soul! The boy by excellence is carried on to the stars!".,,Literal translation: Glorified in soul! The boy by excellence is carried on to the stars!".,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Translation: ""Be strong, young man! Through this way one gets to the stars."" (Motto of the Brazilian Air Force Academy).",,"Translation: ""Be strong, young man! Through this way one gets to the stars."" (Motto of the Brazilian Air Force Academy).",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Chateaubriand, F. R. and A. T. de Mattos (1902). The memoirs of François René, vicomte de Chateaubriand, sometime ambassador to England: being a translation by Alexander Teixeira de Mattos of the Mémoires d'outre-tombe, with illustrations from contemporary sources, Freemantle and co.",,"Chateaubriand, F. R. and A. T. de Mattos (1902). The memoirs of François René, vicomte de Chateaubriand, sometime ambassador to England: being a translation by Alexander Teixeira de Mattos of the Mémoires d'outre-tombe, with illustrations from contemporary sources, Freemantle and co.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"""Weeds grow fast.”.",Mala herba cito crescit,"""Weeds grow fast.”",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: "Weeds grow fast.”.,,Translation: "Weeds grow fast.”.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Bezemer, K. (2005). Pierre de Belleperche: Portrait of a Legal Puritan, Klostermann.",,"Bezemer, K. (2005). Pierre de Belleperche: Portrait of a Legal Puritan, Klostermann.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Bad things may befall our enemies.,Mala hostibus eveniant.,Bad things may befall our enemies.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Literal translation: Bad things may befall our enemies.,,Literal translation: Bad things may befall our enemies.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,A bad beginning makes a bad ending.,Mali principii malus finis.,A bad beginning makes a bad ending.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: Bad beginnings lead to a bad end.,,Translation: Bad beginnings lead to a bad end.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: A bad beginning makes a bad ending.,,English equivalent: A bad beginning makes a bad ending.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"It is as impossible that a system radically erroneous, once commenced, should end well, as it is that a mathematical problem, commenced wrong, should come out right."".",,"It is as impossible that a system radically erroneous, once commenced, should end well, as it is that a mathematical problem, commenced wrong, should come out right."".",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Latin proverbs and quotations: With translations and parallel passages and a copious English index.,,Latin proverbs and quotations: With translations and parallel passages and a copious English index.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,It is bad advice because it cannot be changed.,Malum consilium quod mutari non potest.,It is bad advice because it cannot be changed.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Literal translation: It is bad advice because it cannot be changed.,,Literal translation: It is bad advice because it cannot be changed.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Drastic action is called for – and justified – when you find yourself in a particularly difficult situation.".,,Drastic action is called for – and justified – when you find yourself in a particularly difficult situation.".,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Every cloud has its silver lining.,Malum quidem nullum esse sine aliquo bono.,Every cloud has its silver lining.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Literal translation: There is, in fact, no evil without some good."".",,"Literal translation: There is, in fact, no evil without some good."".",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Translation: ""There is, to be sure, no evil without something good.”.",,"Translation: ""There is, to be sure, no evil without something good.”.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Watasin, E. The Dark Victorian: Risen, A-Girl Studio.",,"Watasin, E. The Dark Victorian: Risen, A-Girl Studio.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: Every cloud has its silver lining.,,English equivalent: Every cloud has its silver lining.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Hand washes hand.,Manus manum lavat,Hand washes hand.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Literal translation: Hand washes hand.,,Literal translation: Hand washes hand.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: "One hand washes the other.”.,,Translation: "One hand washes the other.”.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Houdt, T. (2002). Self-Presentation and Social Identification: The Rhetoric and Pragmatics of Letter Writing in Early Modern TImes, Leuven University Press.",,"Houdt, T. (2002). Self-Presentation and Social Identification: The Rhetoric and Pragmatics of Letter Writing in Early Modern TImes, Leuven University Press.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,The mother of craft is necessity.,Mater artium necessitas.,The mother of craft is necessity.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Literal translation: The mother of craft is necessity.,,Literal translation: The mother of craft is necessity.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: "Necessity is the mother of invention" (.,,Translation: "Necessity is the mother of invention" (.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"""One owes the greatest possible care for the child"" (.",Maxima debetur puero reverentia,"""One owes the greatest possible care for the child"" (",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: "One owes the greatest possible care for the child" (.,,Translation: "One owes the greatest possible care for the child" (.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Tegnér, E. and L. F. C. W. Böttiger (1849). Esaias Tegnérs samlade skrifter.",,"Tegnér, E. and L. F. C. W. Böttiger (1849). Esaias Tegnérs samlade skrifter.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"""The doctor cares [for his patient], nature heals [him]."" or ""Doctor cures, nature saves”.","Medicus curat, natura sanat","""The doctor cares [for his patient], nature heals [him]."" or ""Doctor cures, nature saves”",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Translation: ""The doctor cares [for his patient], nature heals [him]."" or ""Doctor cures, nature saves”.",,"Translation: ""The doctor cares [for his patient], nature heals [him]."" or ""Doctor cures, nature saves”.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,A good name is the best of all treasures.,Melium est nomen bonum quam divitae multae.,A good name is the best of all treasures.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Literal translation: A good name is better than great riches.,,Literal translation: A good name is better than great riches.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: A good name is the best of all treasures.,,English equivalent: A good name is the best of all treasures.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Remember that you are going to die.,Memento mori.,Remember that you are going to die.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: Remember that you are going to die.,,Translation: Remember that you are going to die.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,A liar should have a good memory.,Mendacem memorem esse oportet.,A liar should have a good memory.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: A liar should have a good memory.,,English equivalent: A liar should have a good memory.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Liars must remember the untruths they have told, to avoid contradicting themselves at some later date."".",,"Liars must remember the untruths they have told, to avoid contradicting themselves at some later date."".",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Good judgement holds the kingdom.,Mens regnum bona possidet.,Good judgement holds the kingdom.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Literal translation: Good judgement holds the kingdom.,,Literal translation: Good judgement holds the kingdom.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Merx ultronea putet.,,Merx ultronea putet.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation and English equivalent: Proffered service stinks.,,Translation and English equivalent: Proffered service stinks.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Proverbs, Chiefly Taken from the Adagia of Erasmus with Explanations: And Further Illustrated by Corresponding Examples from the Spanish, Italian, French & English Languages.",,"Proverbs, Chiefly Taken from the Adagia of Erasmus with Explanations: And Further Illustrated by Corresponding Examples from the Spanish, Italian, French & English Languages.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,If you have no.,"Misera fortuna, qui caret inimico.",If you have no,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Literal translation: Unhappy fortune, who lacks an enemy.",,"Literal translation: Unhappy fortune, who lacks an enemy.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: If you have no.,,English equivalent: If you have no.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Minds once beaten down are bent to superstition.,Mobiles ad superstitionem perculsae semel mentes,Minds once beaten down are bent to superstition.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Literal translation: Minds once beaten down are bent to superstition.,,Literal translation: Minds once beaten down are bent to superstition.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: "Minds once cowed are prone to superstition.".,,Translation: "Minds once cowed are prone to superstition.".,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,You can't milk a bull.,Mulgere hircum.,You can't milk a bull.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Literal translation: To milk a buck.,,Literal translation: To milk a buck.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: You can't milk a bull.,,English equivalent: You can't milk a bull.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"von Duringsfeld, Ida; Freihern von Reinsberg-Düringsfeld, Otto (1875).",,"von Duringsfeld, Ida; Freihern von Reinsberg-Düringsfeld, Otto (1875).",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"""Woman is man's ruin."".",Mulier est hominis confusio.,"""Woman is man's ruin.""",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: "Woman is man's ruin.".,,Translation: "Woman is man's ruin.".,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Part of a comic definition of woman" from the Altercatio Hadriani Augusti et Secundi.,,Part of a comic definition of woman" from the Altercatio Hadriani Augusti et Secundi.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Great cry and little wool.,"Multum clamoris, parum lanae.",Great cry and little wool.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Literal tranlation: A lot of noise, little wool.",,"Literal tranlation: A lot of noise, little wool.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: Great cry and little wool.,,English equivalent: Great cry and little wool.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Much ado about nothing.".,,Much ado about nothing.".,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Keating, Walter (1859).",,"Keating, Walter (1859).",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,The world wants to be taken in.,"Mundus vult decipi, ergo decipiatur.",The world wants to be taken in.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: The world desires to be deceived; therefore it is. (Attributed to.,,Translation: The world desires to be deceived; therefore it is. (Attributed to.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: The world wants to be taken in.,,English equivalent: The world wants to be taken in.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Thompson, J., C. The University of Arizona. Rhetoric, et al. (2008). ""A Kind of Thing that Might Be"": Toward a Poetics of New Media, University of Arizona.",,"Thompson, J., C. The University of Arizona. Rhetoric, et al. (2008). ""A Kind of Thing that Might Be"": Toward a Poetics of New Media, University of Arizona.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Beggars can’t be choosers.,Ne eligat is qui donum accipit.,Beggars can’t be choosers.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Literal translation: He who receives a gift may not choose it.,,Literal translation: He who receives a gift may not choose it.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: Beggars can’t be choosers.,,English equivalent: Beggars can’t be choosers.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,We must accept with gratitude and without complaint what we are given when we do not have the means or opportunity to provide ourselves with something better.”.,,We must accept with gratitude and without complaint what we are given when we do not have the means or opportunity to provide ourselves with something better.”.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Ne puero gladium.,,Ne puero gladium.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Do not give a child a sword.,,Do not give a child a sword.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,H. T. Riley.,,H. T. Riley.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"For what thou canst do thyself, rely not on another.","Ne quid expectes amicos, quod tute agere possis.","For what thou canst do thyself, rely not on another.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Translation: Do not expect something from friends, since you cannot do it yourself.",,"Translation: Do not expect something from friends, since you cannot do it yourself.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"English equivalent: For what thou canst do thyself, rely not on another.",,"English equivalent: For what thou canst do thyself, rely not on another.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"""Nothing too much"", moderation in all thing (.",Ne quid nimis,"""Nothing too much"", moderation in all thing (",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Translation: ""Nothing too much"", moderation in all thing (.",,"Translation: ""Nothing too much"", moderation in all thing (.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Work and play they're never okay to mix.".,,Work and play they're never okay to mix.".,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Jimmy Eat World taken from their song "Work" (2004).,,Jimmy Eat World taken from their song "Work" (2004).,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Kierkegaard, S. (2008). Sickness Unto Death, Wilder Publications.",,"Kierkegaard, S. (2008). Sickness Unto Death, Wilder Publications.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,A blind man should not judge of colours.,"Sutor, ne ultra crepidam",A blind man should not judge of colours.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Literal translation: The shoemaker is not above the shoe.,,Literal translation: The shoemaker is not above the shoe.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: A blind man should not judge of colours.,,English equivalent: A blind man should not judge of colours.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,An uneducated man cannot judge of the attainments of the learned.".,,An uneducated man cannot judge of the attainments of the learned.".,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,M. W. Carr (1868).,,M. W. Carr (1868).,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Carlyle, T., J. Ruskin, et al. (1982). The Correspondence of Thomas Carlyle and John Ruskin, Stanford University Press.",,"Carlyle, T., J. Ruskin, et al. (1982). The Correspondence of Thomas Carlyle and John Ruskin, Stanford University Press.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Who has not served cannot command.,Nemo regere potest nisi qui et regi.,Who has not served cannot command.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Literal translation: No one can rule unless they can also be ruled.,,Literal translation: No one can rule unless they can also be ruled.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: Who has not served cannot command.,,English equivalent: Who has not served cannot command.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"""No one is a judge in his own case"".",Nemo iudex in causa sua.,"""No one is a judge in his own case"".",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: "No one is a judge in his own case".,,Translation: "No one is a judge in his own case".,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Boczek, B. A. (2005). International Law: A Dictionary, Scarecrow Press.",,"Boczek, B. A. (2005). International Law: A Dictionary, Scarecrow Press.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"""You know not what nightfall may bring."".",Nescis quid serus vesper vehat.,"""You know not what nightfall may bring.""",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: "You know not what nightfall may bring.".,,Translation: "You know not what nightfall may bring.".,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Advice most needed is the least heeded.,Nihil ægrius quam disciplinam accipimus.,Advice most needed is the least heeded.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: We receive nothing with so much reluctance as instruction.,,Translation: We receive nothing with so much reluctance as instruction.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Note: Specified as a Roman proverb in the source.,,Note: Specified as a Roman proverb in the source.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: Advice most needed is the least heeded.,,English equivalent: Advice most needed is the least heeded.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Stone (2006).,,Stone (2006).,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,There is nothing hidden that will not become public.,"Nihil est opertum quod non revelabitur, et occultum quod non scietur.'",There is nothing hidden that will not become public.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Literal translation: There is nothing concealed that will not be disclosed, or hidden that will not be made known.",,"Literal translation: There is nothing concealed that will not be disclosed, or hidden that will not be made known.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: There is nothing hidden that will not become public.,,English equivalent: There is nothing hidden that will not become public.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Nihil sub sole novum.,,Nihil sub sole novum.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalentː There's nothing new under the sun.,,English equivalentː There's nothing new under the sun.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Fine feathers make fine birds.,Nitidae vestes ornatiorem reddunt.,Fine feathers make fine birds.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Literal translation: Beautiful clothes look more ornate.,,Literal translation: Beautiful clothes look more ornate.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: Fine feathers make fine birds.,,English equivalent: Fine feathers make fine birds.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Take counsel of one's pillow.,In nocte consilium.,Take counsel of one's pillow.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Literal translation: Counsel is at night.,,Literal translation: Counsel is at night.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: Take counsel of one's pillow.,,English equivalent: Take counsel of one's pillow.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Note: Specified as a Latin proverb in the source.,,Note: Specified as a Latin proverb in the source.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"The name is a sign, the name speaks for itself.",Nomen est omen.,"The name is a sign, the name speaks for itself.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Literal translation: The name is a sign.,,Literal translation: The name is a sign.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"English equivalent: The name is a sign, the name speaks for itself.",,"English equivalent: The name is a sign, the name speaks for itself.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Note: This about a person's name.,,Note: This about a person's name.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Do not judge others by your own yardstick.,Non alios suo modulo metiri.,Do not judge others by your own yardstick.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Literal translation: Do not measure others by your own measure.,,Literal translation: Do not measure others by your own measure.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: Do not judge others by your own yardstick.,,English equivalent: Do not judge others by your own yardstick.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Those who understand evil pardon it.".,,Those who understand evil pardon it.".,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Drumming is not the way to catch a hare.,Non capiunt lepores tympana rauca leves.,Drumming is not the way to catch a hare.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: Drumming is not the way to catch a hare.,,English equivalent: Drumming is not the way to catch a hare.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Meaning: Don't expect anyone to change his ways by scolding him.,,Meaning: Don't expect anyone to change his ways by scolding him.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Nocere facile est, prodesse difficile.",,"Nocere facile est, prodesse difficile.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"English translation: It is easy to do harm, difficult to do good.",,"English translation: It is easy to do harm, difficult to do good.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"""We are not born for ourselves alone”.",Non nobis solum nati sumus,"""We are not born for ourselves alone”",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: "We are not born for ourselves alone”.,,Translation: "We are not born for ourselves alone”.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"""It [money] doesn't smell"" (according to.",Non olet,"""It [money] doesn't smell"" (according to",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: "It [money] doesn't smell" (according to.,,Translation: "It [money] doesn't smell" (according to.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Ferlosio, R. S. (2005). Non olet, Destino.",,"Ferlosio, R. S. (2005). Non olet, Destino.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,A tongue of a fool carves a piece of his heart to all that sit near him.,Non opus est follo suspendere tympana collo.,A tongue of a fool carves a piece of his heart to all that sit near him.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: A fool does not need any bells.,,Translation: A fool does not need any bells.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,English equivalent: A tongue of a fool carves a piece of his heart to all that sit near him.,,English equivalent: A tongue of a fool carves a piece of his heart to all that sit near him.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"""It is not because things are difficult that we do not dare, but because we do not dare, things are difficult."" (.","Non quia difficilia sunt non audemus, sed quia non audemus, difficilia sunt.","""It is not because things are difficult that we do not dare, but because we do not dare, things are difficult."" (",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Translation: ""It is not because things are difficult that we do not dare, but because we do not dare, things are difficult."" (.",,"Translation: ""It is not because things are difficult that we do not dare, but because we do not dare, things are difficult."" (.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Gresley, W. (1835). Ecclesiastes Anglicanus: being a treatise on preaching, as adapted to a Church of England congregation : in a series of letters to a young clergyman, printed for J. G. F. & J. Rivington.",,"Gresley, W. (1835). Ecclesiastes Anglicanus: being a treatise on preaching, as adapted to a Church of England congregation : in a series of letters to a young clergyman, printed for J. G. F. & J. Rivington.",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"""We learn not for school but for life."" (.","Non scholae, sed vitae discimus.","""We learn not for school but for life."" (",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: "We learn not for school but for life." (.,,Translation: "We learn not for school but for life." (.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"Education, therefore, is a process of living and not a preparation for future living."".",,"Education, therefore, is a process of living and not a preparation for future living."".",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"""It will not always be summer."" (be prepared for hard times).",Non semper erit aestas.,"""It will not always be summer."" (be prepared for hard times)",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: "It will not always be summer." (be prepared for hard times).,,Translation: "It will not always be summer." (be prepared for hard times).,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,"""No punishment without law.”.",Nulla poena sine lege,"""No punishment without law.”",Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
Latin,Translation: "No punishment without law.”.,,Translation: "No punishment without law.”.,Latin proverbs,https://en.wikiquote.org/wiki/Latin_proverbs
